norad_id,nome,tipo_objeto,pais,tamanho_rcs,periodo_min,inclinacao,apogeu_km,perigeu_km,altitude_km,velocidade_kms,risco_colisao,eh_detrito,idade_anos,data_lancamento,data_decaimento,alerta_ativo
1,SL-1 R/B,ROCKET BODY,,LARGE,96.19,65.10,938,214,583.19,7.571,9.0,0,,,,0
2,SPUTNIK 1,PAYLOAD,,,96.10,65.00,1080,64,578.86,7.573,9.0,0,,,,0
3,SPUTNIK 2,PAYLOAD,,,103.74,65.33,1659,211,942.48,7.383,9.0,0,,,,0
4,EXPLORER 1,PAYLOAD,,,88.48,33.15,215,183,206.44,7.785,9.0,0,,,,0
7,SL-1 R/B,ROCKET BODY,,,102.74,65.14,1571,206,895.41,7.406,9.0,0,,,,0
8,SPUTNIK 3,PAYLOAD,,,88.43,65.06,255,139,203.96,7.786,9.0,0,,,,0
9,EXPLORER 4,PAYLOAD,,,92.81,50.25,585,239,419.32,7.662,9.0,0,,,,0
10,SCORE,PAYLOAD,,,98.21,32.29,1187,159,680.22,7.519,9.0,0,,,,0
11,VANGUARD 2,PAYLOAD,,MEDIUM,120.96,32.87,2895,553,1730.92,7.014,4.0,0,,,,0
12,VANGUARD R/B,ROCKET BODY,,MEDIUM,125.37,32.90,3286,553,1926.67,6.931,4.0,0,,,,0
18,DISCOVERER 5,PAYLOAD,,,89.10,79.99,323,137,237.13,7.767,9.0,0,,,,0
19,DISCOVERER 6,PAYLOAD,,,90.92,84.00,469,171,326.81,7.714,9.0,0,,,,0
20,VANGUARD 3,PAYLOAD,,MEDIUM,123.93,33.35,3205,507,1863.01,6.958,4.0,0,,,,0
22,EXPLORER 7,PAYLOAD,,MEDIUM,94.21,50.24,534,426,487.43,7.624,6.0,0,,,,0
23,JUNO II R/B,ROCKET BODY,,MEDIUM,89.24,50.27,249,225,244.05,7.763,9.0,0,,,,0
24,DISCOVERER 7,PAYLOAD,,,91.54,81.64,539,161,357.23,7.697,9.0,0,,,,0
25,DISCOVERER 8,PAYLOAD,,,88.03,80.65,239,115,184.12,7.798,9.0,0,,,,0
26,DISCOVERER 5 CAPSULE,PAYLOAD,,,88.73,78.94,280,143,218.82,7.777,9.0,0,,,,0
28,THOR ABLE R/B,ROCKET BODY,,LARGE,87.80,48.34,168,163,172.7,7.805,9.0,0,,,,0
29,TIROS 1,PAYLOAD,,MEDIUM,97.38,48.38,649,618,640.43,7.54,2.5,0,,,,0
30,THOR ABLESTAR R/B,ROCKET BODY,,,88.38,51.25,194,194,201.48,7.788,9.0,0,,,,0
31,TRANSIT 1B,PAYLOAD,,,88.70,51.20,220,201,217.34,7.778,9.0,0,,,,0
32,DISCOVERER 11,PAYLOAD,,,89.70,80.10,377,142,266.76,7.749,9.0,0,,,,0
33,THOR ABLESTAR DEB,DEBRIS,,,93.59,51.29,615,285,457.31,7.64,13.0,1,,,,1
34,SPUTNIK 4,PAYLOAD,,,87.82,64.96,167,167,173.69,7.804,9.0,0,,,,0
35,SL-3 R/B,ROCKET BODY,,,88.48,64.89,199,199,206.44,7.785,9.0,0,,,,0
36,SPUTNIK 4 CABIN,PAYLOAD,,,88.26,64.96,206,171,195.53,7.791,9.0,0,,,,0
37,SPUTNIK 4 DEB,DEBRIS,,,92.92,64.89,552,282,424.68,7.659,13.0,1,,,,1
38,SPUTNIK 4 DEB,DEBRIS,,,90.63,64.89,328,282,312.56,7.723,13.0,1,,,,1
39,SPUTNIK 4 DEB,DEBRIS,,,90.99,64.89,364,283,330.25,7.712,13.0,1,,,,1
40,SPUTNIK 4 DEB,DEBRIS,,,92.13,64.89,475,282,386.11,7.68,13.0,1,,,,1
41,SPUTNIK 4 DEB,DEBRIS,,,90.74,64.89,339,283,317.97,7.72,13.0,1,,,,1
42,SPUTNIK 4 DEB,DEBRIS,,,91.25,64.89,420,251,343.01,7.705,13.0,1,,,,1
43,MIDAS 2,PAYLOAD,,,87.82,33.05,168,165,173.69,7.804,9.0,0,,,,0
44,MIDAS 2 DEB,DEBRIS,,,89.06,33.00,228,228,235.15,7.768,13.0,1,,,,1
45,TRANSIT 2A,PAYLOAD,,MEDIUM,100.28,66.69,949,595,778.95,7.467,4.0,0,,,,0
46,SOLRAD 1 (GREB),PAYLOAD,,MEDIUM,98.98,66.69,852,567,717.02,7.499,4.0,0,,,,0
47,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,99.63,66.66,894,588,748.02,7.483,4.0,0,,,,0
48,DISCOVERER 13,PAYLOAD,,,89.39,82.85,272,216,251.46,7.758,9.0,0,,,,0
49,ECHO 1,PAYLOAD,,,92.70,47.19,419,394,413.95,7.665,9.0,0,,,,0
50,DELTA 1 R/B,ROCKET BODY,,MEDIUM,118.02,47.23,1682,1501,1599.1,7.072,1.5,0,,,,0
51,ECHO 1 DEB (METAL OBJ),DEBRIS,,MEDIUM,118.19,47.21,1684,1515,1606.75,7.069,5.5,1,,,,0
52,ECHO 1 DEB (MYLAR OBJ),DEBRIS,,,118.26,47.38,1711,1494,1609.9,7.067,5.5,1,,,,0
53,ECHO 1 DEB (METAL OBJ),DEBRIS,,MEDIUM,118.28,47.28,1684,1523,1610.8,7.067,5.5,1,,,,0
54,DISCOVERER 14,PAYLOAD,,,87.51,79.65,151,151,158.28,7.813,9.0,0,,,,0
55,SPUTNIK 5,PAYLOAD,,,90.67,64.90,307,307,314.53,7.721,9.0,0,,,,0
56,SL-3 R/B,ROCKET BODY,,,87.95,64.94,177,168,180.15,7.8,9.0,0,,,,0
57,DISCOVERER 15,PAYLOAD,,,88.97,80.90,315,133,230.7,7.77,9.0,0,,,,0
58,COURIER 1B,PAYLOAD,,LARGE,106.95,28.33,1209,962,1092.58,7.308,1.5,0,,,,0
59,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,106.42,28.25,1201,920,1067.91,7.32,1.5,0,,,,0
60,EXPLORER 8,PAYLOAD,,MEDIUM,87.84,49.88,177,158,174.68,7.804,9.0,0,,,,0
61,DISCOVERER 17,PAYLOAD,,,88.41,81.86,226,166,202.97,7.787,9.0,0,,,,0
62,JUNO II R/B,ROCKET BODY,,MEDIUM,87.74,49.89,166,160,169.72,7.806,9.0,0,,,,0
63,TIROS 2,PAYLOAD,,LARGE,87.72,48.44,163,160,168.72,7.807,9.0,0,,,,0
64,DELTA 1 R/B,ROCKET BODY,,MEDIUM,88.54,48.47,208,196,209.41,7.783,9.0,0,,,,0
65,SPUTNIK 6,PAYLOAD,,,88.38,65.00,218,171,201.48,7.788,9.0,0,,,,0
66,SL-3 R/B,ROCKET BODY,,,87.28,65.00,140,140,146.83,7.82,9.0,0,,,,0
67,DISCOVERER 18,PAYLOAD,,,89.08,81.48,279,179,236.14,7.767,9.0,0,,,,0
68,DISCOVERER 19,PAYLOAD,,,89.36,83.40,307,179,249.98,7.759,9.0,0,,,,0
69,JUNO II DEB,DEBRIS,,,90.28,49.27,310,266,295.35,7.733,13.0,1,,,,1
70,SAMOS 2,PAYLOAD,,,88.09,97.22,185,175,187.1,7.796,9.0,0,,,,0
71,SPUTNIK 7,PAYLOAD,,,89.26,64.90,296,180,245.04,7.762,9.0,0,,,,0
72,SL-6 R/B,ROCKET BODY,,,88.87,64.90,228,209,225.75,7.773,9.0,0,,,,0
73,SL-6 DEB,DEBRIS,,,88.21,64.89,227,145,193.05,7.793,13.0,1,,,,1
74,DELTA 1 DEB,DEBRIS,,MEDIUM,89.38,48.54,250,238,250.97,7.758,13.0,1,,,,1
75,DELTA 1 DEB,DEBRIS,,MEDIUM,88.84,48.50,225,209,224.27,7.774,13.0,1,,,,1
76,SL-6 R/B,ROCKET BODY,,,88.98,65.01,238,211,231.2,7.77,9.0,0,,,,0
77,SPUTNIK 8,PAYLOAD,,,88.61,65.01,242,169,212.88,7.781,9.0,0,,,,0
78,SL-6 DEB,DEBRIS,,,89.53,65.01,305,198,258.37,7.754,13.0,1,,,,1
79,ATLAS AGENA A R/B,ROCKET BODY,,,87.27,97.35,161,118,146.34,7.82,9.0,0,,,,0
81,EXPLORER 9,PAYLOAD,,,93.01,38.84,559,285,429.07,7.656,9.0,0,,,,0
82,SCOUT X-1 R/B,ROCKET BODY,,MEDIUM,117.27,38.86,2484,633,1565.3,7.087,2.5,0,,,,0
83,DISCOVERER 20,PAYLOAD,,,88.58,80.83,204,204,211.4,7.782,9.0,0,,,,0
84,DISCOVERER 21,PAYLOAD,,,89.30,80.63,276,204,247.02,7.761,9.0,0,,,,0
85,SCOUT X-1 DEB,DEBRIS,,MEDIUM,92.87,38.63,447,383,422.24,7.66,13.0,1,,,,1
87,TRANSIT 3B/LOFTI 1,PAYLOAD,,,88.09,28.38,225,135,187.1,7.796,9.0,0,,,,0
88,DISCOVERER 20 DEB,DEBRIS,,,90.14,80.91,281,281,288.45,7.737,13.0,1,,,,1
89,DISCOVERER 20 DEB,DEBRIS,,,92.80,80.91,539,284,418.83,7.662,13.0,1,,,,1
90,DISCOVERER 20 DEB,DEBRIS,,,91.01,80.71,327,321,331.23,7.712,13.0,1,,,,1
91,SPUTNIK 9,PAYLOAD,,,87.83,64.93,213,121,174.19,7.804,9.0,0,,,,0
92,SPUTNIK 9 DEB,DEBRIS,,,88.19,64.93,200,170,192.06,7.793,13.0,1,,,,1
93,SPUTNIK 9 DEB,DEBRIS,,,87.94,64.93,173,173,179.65,7.801,13.0,1,,,,1
95,SPUTNIK 10,PAYLOAD,,,88.00,65.00,176,176,182.63,7.799,9.0,0,,,,0
96,SL-3 R/B,ROCKET BODY,,,87.82,65.00,198,135,173.69,7.804,9.0,0,,,,0
97,SL-3 DEB,DEBRIS,,,88.53,65.00,237,167,208.92,7.783,13.0,1,,,,1
99,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.98,51.26,227,221,231.2,7.77,13.0,1,,,,1
100,DISCOVERER 23,PAYLOAD,,,89.47,82.23,268,228,255.41,7.756,9.0,0,,,,0
101,THOR ABLE DEB (YO),DEBRIS,,MEDIUM,88.03,48.47,177,177,184.12,7.798,13.0,1,,,,1
102,DISCOVERER 23 CAPSULE,PAYLOAD,,,88.27,81.88,189,189,196.03,7.791,9.0,0,,,,0
103,VOSTOK 1,PAYLOAD,,,89.33,64.95,314,168,248.5,7.76,9.0,0,,,,0
104,SL-3 R/B,ROCKET BODY,,,88.72,65.07,268,155,218.33,7.778,9.0,0,,,,0
105,JUNO II DEB,DEBRIS,,,90.68,50.42,349,266,315.02,7.721,13.0,1,,,,1
106,DISCOVERER 23 DEB,DEBRIS,,,91.11,81.87,473,185,336.14,7.709,13.0,1,,,,1
107,EXPLORER 11,PAYLOAD,,MEDIUM,101.26,28.78,1174,463,825.46,7.442,6.0,0,,,,0
108,DISCOVERER 25,PAYLOAD,,,88.23,82.11,187,187,194.04,7.792,9.0,0,,,,0
109,DISCOVERER 25 DEB,DEBRIS,,,89.36,82.11,262,223,249.98,7.759,13.0,1,,,,1
115,THOR ABLE DEB (YO),DEBRIS,,MEDIUM,96.12,48.16,591,555,579.82,7.573,8.0,1,,,,0
116,TRANSIT 4A,PAYLOAD,,LARGE,103.42,66.81,980,861,927.44,7.39,1.5,0,,,,0
117,SOLRAD 3/INJUN 1,PAYLOAD,,MEDIUM,103.58,66.81,989,867,934.96,7.386,1.5,0,,,,0
118,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,102.66,66.76,949,820,891.64,7.408,1.5,0,,,,0
119,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.89,66.73,878,723,807.92,7.451,5.5,1,,,,0
120,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.73,66.70,871,715,800.32,7.455,5.5,1,,,,0
121,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.84,66.75,959,827,900.12,7.404,5.5,1,,,,0
122,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,95.94,66.74,593,535,571.14,7.577,8.0,1,,,,0
123,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.88,66.69,836,670,759.93,7.476,6.5,1,,,,0
124,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.28,66.54,818,725,778.95,7.467,5.5,1,,,,0
125,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.29,66.88,915,819,874.18,7.417,5.5,1,,,,0
126,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.66,66.71,790,695,749.45,7.482,6.5,1,,,,0
127,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.41,66.83,774,687,737.54,7.488,6.5,1,,,,0
128,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.71,66.67,958,816,894.0,7.407,5.5,1,,,,0
129,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.48,66.54,215,183,206.44,7.785,13.0,1,,,,1
130,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.90,66.77,962,829,902.95,7.403,5.5,1,,,,0
131,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.73,66.73,940,835,894.94,7.407,5.5,1,,,,0
132,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.24,66.66,968,856,918.97,7.394,5.5,1,,,,0
133,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.19,67.11,849,781,822.14,7.444,5.5,1,,,,0
134,THOR ABLESTAR DEB,DEBRIS,,LARGE,103.02,66.88,963,840,908.61,7.4,5.5,1,,,,0
135,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.31,66.68,253,227,247.51,7.76,13.0,1,,,,1
136,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.85,67.53,781,723,758.5,7.477,5.5,1,,,,0
137,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,92.26,66.55,405,366,392.46,7.677,13.0,1,,,,1
138,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.51,67.15,896,859,884.56,7.412,5.5,1,,,,0
139,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,92.00,67.12,400,346,379.75,7.684,13.0,1,,,,1
140,THOR ABLESTAR DEB,DEBRIS,,,89.92,66.59,311,230,277.61,7.743,13.0,1,,,,1
141,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.67,66.59,967,897,939.19,7.384,5.5,1,,,,0
142,THOR ABLESTAR DEB,DEBRIS,,,90.94,67.06,328,313,327.8,7.714,13.0,1,,,,1
143,THOR ABLESTAR DEB,DEBRIS,,,89.84,66.24,294,239,273.67,7.745,13.0,1,,,,1
144,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.47,66.50,953,892,929.79,7.389,5.5,1,,,,0
145,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.62,66.93,932,833,889.75,7.409,5.5,1,,,,0
146,THOR ABLESTAR DEB,DEBRIS,,,87.32,66.95,190,93,148.83,7.819,13.0,1,,,,1
147,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.11,66.62,842,780,818.35,7.446,5.5,1,,,,0
148,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.07,65.77,964,749,863.78,7.423,5.5,1,,,,0
149,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,95.67,67.08,559,542,558.11,7.585,8.0,1,,,,0
150,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.06,66.25,1000,901,957.52,7.375,5.5,1,,,,0
151,THOR ABLESTAR DEB,DEBRIS,,,91.65,66.84,385,326,362.62,7.694,13.0,1,,,,1
152,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.02,66.60,965,743,861.42,7.424,5.5,1,,,,0
153,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,92.10,67.09,391,364,384.64,7.681,13.0,1,,,,1
154,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.39,66.66,930,814,878.9,7.415,5.5,1,,,,0
155,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.16,66.88,751,687,725.61,7.495,6.5,1,,,,0
156,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.86,66.96,281,254,274.65,7.745,13.0,1,,,,1
157,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.90,66.71,330,308,325.83,7.715,13.0,1,,,,1
158,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,113.72,67.07,1875,920,1404.32,7.16,5.5,1,,,,0
159,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,110.51,65.53,1528,972,1257.3,7.229,5.5,1,,,,0
160,DISCOVERER 26,PAYLOAD,,,88.99,82.89,267,182,231.69,7.77,9.0,0,,,,0
161,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.07,66.66,201,158,186.11,7.797,13.0,1,,,,1
162,TIROS 3,PAYLOAD,,MEDIUM,99.63,47.90,772,709,748.02,7.483,1.5,0,,,,0
164,MIDAS 3 DEB,DEBRIS,,,101.81,90.80,1559,129,851.49,7.429,13.0,1,,,,1
165,DELTA 1 R/B,ROCKET BODY,,MEDIUM,87.76,47.82,169,158,170.71,7.806,9.0,0,,,,0
166,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,89.41,47.93,249,241,252.45,7.758,13.0,1,,,,1
167,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,101.11,47.84,876,747,818.35,7.446,5.5,1,,,,0
168,VOSTOK 2,PAYLOAD,,,88.42,64.84,239,154,203.47,7.786,9.0,0,,,,0
169,SL-3 R/B,ROCKET BODY,,,88.21,64.91,192,180,193.05,7.793,9.0,0,,,,0
171,THOR ABLESTAR DEB,DEBRIS,,,88.78,67.13,214,214,221.3,7.776,13.0,1,,,,1
172,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.94,67.07,1132,945,1045.52,7.331,5.5,1,,,,0
173,RANGER 1,PAYLOAD,,,91.31,32.93,506,172,345.95,7.703,9.0,0,,,,0
174,ATLAS AGENA B R/B,ROCKET BODY,,,90.27,32.88,399,176,294.85,7.733,9.0,0,,,,0
175,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.26,66.52,302,272,294.36,7.733,13.0,1,,,,1
176,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.22,66.73,352,316,341.54,7.706,13.0,1,,,,1
177,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.78,66.65,915,770,850.07,7.43,5.5,1,,,,0
178,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.37,66.87,975,860,925.08,7.391,5.5,1,,,,0
179,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.45,66.85,308,285,303.71,7.728,13.0,1,,,,1
180,EXPLORER 13,PAYLOAD,,,96.43,36.42,810,365,594.76,7.565,9.0,0,,,,0
181,DISCOVERER 29,PAYLOAD,,,90.73,82.08,490,131,317.48,7.72,9.0,0,,,,0
182,DISCOVERER 30,PAYLOAD,,,89.21,82.62,281,190,242.57,7.763,9.0,0,,,,0
183,MERCURY ATLAS 4,PAYLOAD,,,88.40,32.54,241,149,202.48,7.787,9.0,0,,,,0
184,ATLAS D R/B,ROCKET BODY,,,87.47,32.58,149,149,156.29,7.815,9.0,0,,,,0
185,DISCOVERER 30 DEB,DEBRIS,,,90.72,82.58,400,220,316.99,7.72,13.0,1,,,,1
186,DISCOVERER 31,PAYLOAD,,,89.63,82.68,304,209,263.31,7.751,9.0,0,,,,0
187,DISCOVERER 30 DEB,DEBRIS,,,90.80,82.71,421,206,320.92,7.718,13.0,1,,,,1
189,DISCOVERER 32,PAYLOAD,,,88.87,81.64,232,204,225.75,7.773,9.0,0,,,,0
190,DISCOVERER 32 DEB,DEBRIS,,,89.87,81.69,303,234,275.15,7.744,13.0,1,,,,1
191,DISCOVERER 32 DEB,DEBRIS,,,90.14,81.69,329,234,288.45,7.737,13.0,1,,,,1
193,MIDAS 4 DEB (NOSECONE),DEBRIS,,,102.55,94.74,1612,147,886.45,7.411,13.0,1,,,,1
197,DISCOVERER 34,PAYLOAD,,,89.00,82.49,246,204,232.19,7.769,9.0,0,,,,0
198,DISCOVERER 34 DEB,DEBRIS,,,90.53,82.46,368,232,307.65,7.725,13.0,1,,,,1
199,DISCOVERER 34 DEB,DEBRIS,,,92.04,82.50,502,247,381.71,7.683,13.0,1,,,,1
200,DISCOVERER 34 DEB,DEBRIS,,,91.56,82.50,455,247,358.21,7.696,13.0,1,,,,1
201,DISCOVERER 35,PAYLOAD,,,88.82,81.63,216,216,223.28,7.775,9.0,0,,,,0
202,TRANSIT 4B,PAYLOAD,,LARGE,105.59,32.44,1097,947,1029.18,7.339,1.5,0,,,,0
203,DISCOVERER 34 DEB,DEBRIS,,,95.01,82.52,813,226,526.2,7.602,13.0,1,,,,1
204,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,105.49,32.44,1090,944,1024.5,7.342,1.5,0,,,,0
205,TRAAC,PAYLOAD,,MEDIUM,105.68,32.44,1102,951,1033.38,7.337,1.5,0,,,,0
206,RANGER 2,PAYLOAD,,,87.68,33.34,169,149,166.73,7.808,9.0,0,,,,0
207,DISCOVERER 35 DEB,DEBRIS,,,90.79,81.53,447,179,320.43,7.718,13.0,1,,,,1
209,ATLAS D 5 R/B,ROCKET BODY,,,87.45,32.58,165,131,155.3,7.815,9.0,0,,,,0
210,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.67,66.46,970,894,939.19,7.384,5.5,1,,,,0
211,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.63,66.50,215,198,213.87,7.78,13.0,1,,,,1
212,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.52,68.18,265,237,257.88,7.754,13.0,1,,,,1
213,DISCOVERER 36,PAYLOAD,,,88.50,81.18,207,194,207.43,7.784,9.0,0,,,,0
214,OSCAR 1,PAYLOAD,,,88.63,81.14,207,207,213.87,7.78,9.0,0,,,,0
215,DISCOVERER 36 CAPSULE,PAYLOAD,,,90.14,81.21,327,235,288.45,7.737,9.0,0,,,,0
216,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.11,66.82,187,175,188.09,7.796,13.0,1,,,,1
217,SAMOS 5,PAYLOAD,,,88.12,89.66,182,182,188.59,7.795,9.0,0,,,,0
218,ATLAS AGENA B R/B,ROCKET BODY,,,88.30,89.68,201,180,197.52,7.79,9.0,0,,,,0
219,SAMOS 5 DEB (REFLECTOR),DEBRIS,,,87.96,89.68,208,139,180.64,7.8,13.0,1,,,,1
220,THOR ABLESTAR DEB,DEBRIS,,,89.20,66.97,235,235,242.07,7.764,13.0,1,,,,1
223,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.67,66.89,984,880,939.19,7.384,5.5,1,,,,0
